MsgID.GLOBAL_POSITION,0.0000000,-122.3957648,37.7932834,0.0990000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,807.0500000,0.2148891,-1.1432759,-0.0996948
MsgID.LOCAL_VELOCITY,807.0500000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957634,37.7932834,0.0880000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,807.3000000,0.2151737,-1.0192446,-0.0883865
MsgID.LOCAL_VELOCITY,807.3000000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957632,37.7932835,0.0650000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,807.5500000,0.2172821,-1.0016115,-0.0653402
MsgID.LOCAL_VELOCITY,807.5500000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957622,37.7932838,0.0350000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,807.8000000,0.2598060,-0.9163542,-0.0347806
MsgID.LOCAL_VELOCITY,807.8000000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957640,37.7932831,0.0030000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,808.0500000,0.1713304,-1.0780523,-0.0025222
MsgID.LOCAL_VELOCITY,808.0500000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957651,37.7932818,-0.0250000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,808.3000000,0.0345232,-1.1676247,0.0255618
MsgID.LOCAL_VELOCITY,808.3000000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957636,37.7932831,-0.0430000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,808.5500000,0.1773646,-1.0345389,0.0441076
MsgID.LOCAL_VELOCITY,808.5500000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957631,37.7932844,-0.0490000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,808.8000000,0.3275596,-0.9909530,0.0494613
MsgID.LOCAL_VELOCITY,808.8000000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957630,37.7932843,-0.0400000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,809.0500000,0.3115008,-0.9895457,0.0402452
MsgID.LOCAL_VELOCITY,809.0500000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957672,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957621,37.7932824,-0.0120000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0100000
MsgID.LOCAL_POSITION,809.3000000,0.0969023,0.4566519,0.0117501
MsgID.LOCAL_VELOCITY,809.3000000,-0.0001445,-0.0025125,-0.0131117
MsgID.GLOBAL_POSITION,0.0000000,-122.3957609,37.7932825,0.0110000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,809.5500000,0.1130388,0.5532404,-0.0114055
MsgID.LOCAL_VELOCITY,809.5500000,-0.0000025,-0.0000031,0.0000098
MsgID.GLOBAL_POSITION,0.0000000,-122.3957622,37.7932840,0.0460000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,809.8000000,0.2800040,0.4380152,-0.0476052
MsgID.LOCAL_VELOCITY,809.8000000,0.0000059,0.0000004,0.0000093
MsgID.GLOBAL_POSITION,0.0000000,-122.3957629,37.7932844,0.3360000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-2.1200000
MsgID.LOCAL_POSITION,810.0500000,0.3202707,0.3804388,-0.3490631
MsgID.LOCAL_VELOCITY,810.0500000,-0.0030578,0.0040425,-2.1789358
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957672,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957625,37.7932833,1.1560000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-3.9400000
MsgID.LOCAL_POSITION,810.3010000,0.1955254,0.4153530,-1.1763811
MsgID.LOCAL_VELOCITY,810.3010000,-0.0074476,0.0088346,-3.9631519
MsgID.GLOBAL_POSITION,0.0000000,-122.3957630,37.7932838,2.2340000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-4.4900000
MsgID.LOCAL_POSITION,810.5510000,0.2612224,0.3694285,-2.2589860
MsgID.LOCAL_VELOCITY,810.5510000,0.0046966,0.0068867,-4.5024052
MsgID.GLOBAL_POSITION,0.0000000,-122.3957633,37.7932836,3.2400000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-2.8200000
MsgID.LOCAL_POSITION,810.8010000,0.2347250,0.3377015,-3.2513971
MsgID.LOCAL_VELOCITY,810.8010000,0.0068174,0.0070213,-2.7837532
MsgID.GLOBAL_POSITION,0.0000000,-122.3957645,37.7932834,3.6200000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.2700000
MsgID.LOCAL_POSITION,811.0510000,0.2135439,0.2339419,-3.6214242
MsgID.LOCAL_VELOCITY,811.0510000,0.0064043,0.0065959,-0.2378181
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957672,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957623,37.7932836,3.4250000
MsgID.LOCAL_VELOCITY,0.0000000,0.3300000,-0.0100000,1.4400000
MsgID.LOCAL_POSITION,811.3010000,0.2366717,0.4349935,-3.4206576
MsgID.LOCAL_VELOCITY,811.3010000,0.3489915,-0.0145223,1.4557588
MsgID.GLOBAL_POSITION,0.0000000,-122.3957625,37.7932856,3.0000000
MsgID.LOCAL_VELOCITY,0.0000000,1.6800000,-0.1300000,1.4500000
MsgID.LOCAL_POSITION,811.5510000,0.4656604,0.4056983,-2.9941640
MsgID.LOCAL_VELOCITY,811.5510000,1.7179281,-0.1380931,1.4290835
MsgID.GLOBAL_POSITION,0.0000000,-122.3957658,37.7932919,2.8500000
MsgID.LOCAL_VELOCITY,0.0000000,3.7800000,-0.3100000,-0.2700000
MsgID.LOCAL_POSITION,811.8010000,1.1758772,0.1169989,-2.8516092
MsgID.LOCAL_VELOCITY,811.8010000,3.8275833,-0.3160450,-0.3092944
MsgID.GLOBAL_POSITION,0.0000000,-122.3957666,37.7933030,2.9840000
MsgID.LOCAL_VELOCITY,0.0000000,4.9200000,-0.2800000,-0.4800000
MsgID.LOCAL_POSITION,812.0510000,2.4099431,0.0471291,-2.9854620
MsgID.LOCAL_VELOCITY,812.0510000,4.9325538,-0.2806636,-0.4793873
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957672,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957665,37.7933140,3.0190000
MsgID.LOCAL_VELOCITY,0.0000000,4.8500000,-0.2000000,0.1200000
MsgID.LOCAL_POSITION,812.3010000,3.6334798,0.0561319,-3.0188382
MsgID.LOCAL_VELOCITY,812.3010000,4.8378334,-0.2011026,0.1304989
MsgID.GLOBAL_POSITION,0.0000000,-122.3957663,37.7933224,2.9800000
MsgID.LOCAL_VELOCITY,0.0000000,3.5200000,-0.1400000,0.1100000
MsgID.LOCAL_POSITION,812.5510000,4.5661530,0.0723265,-2.9797366
MsgID.LOCAL_VELOCITY,812.5510000,3.4800930,-0.1469751,0.1082710
MsgID.GLOBAL_POSITION,0.0000000,-122.3957662,37.7933291,2.9740000
MsgID.LOCAL_VELOCITY,0.0000000,1.8700000,0.0300000,-0.0400000
MsgID.LOCAL_POSITION,812.8010000,5.2989612,0.0850236,-2.9751368
MsgID.LOCAL_VELOCITY,812.8010000,1.8555237,0.0434892,-0.0446804
MsgID.GLOBAL_POSITION,0.0000000,-122.3957631,37.7933323,2.9870000
MsgID.LOCAL_VELOCITY,0.0000000,1.3300000,1.0900000,-0.0300000
MsgID.LOCAL_POSITION,813.0510000,5.6486659,0.3691387,-2.9875255
MsgID.LOCAL_VELOCITY,813.0510000,1.3321793,1.1186608,-0.0326547
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957672,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957608,37.7933336,2.9890000
MsgID.LOCAL_VELOCITY,0.0000000,0.9900000,2.2400000,0.0100000
MsgID.LOCAL_POSITION,813.3020000,5.7973537,0.5744124,-2.9898350
MsgID.LOCAL_VELOCITY,813.3020000,0.9835106,2.2690246,0.0139901
MsgID.GLOBAL_POSITION,0.0000000,-122.3957525,37.7933365,2.9840000
MsgID.LOCAL_VELOCITY,0.0000000,0.4700000,3.3100000,0.0100000
MsgID.LOCAL_POSITION,813.5520000,6.1165190,1.3238262,-2.9849191
MsgID.LOCAL_VELOCITY,813.5520000,0.4579089,3.3403661,0.0136903
MsgID.GLOBAL_POSITION,0.0000000,-122.3957401,37.7933359,2.9850000
MsgID.LOCAL_VELOCITY,0.0000000,-0.2300000,4.1900000,0.0000000
MsgID.LOCAL_POSITION,813.8020000,6.0413408,2.4266765,-2.9857619
MsgID.LOCAL_VELOCITY,813.8020000,-0.2572869,4.2095942,0.0009062
MsgID.GLOBAL_POSITION,0.0000000,-122.3957304,37.7933349,2.9880000
MsgID.LOCAL_VELOCITY,0.0000000,-1.0800000,4.4100000,0.0000000
MsgID.LOCAL_POSITION,814.0520000,5.9365993,3.2868142,-2.9889953
MsgID.LOCAL_VELOCITY,814.0520000,-1.1001295,4.4054041,0.0065904
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957672,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957196,37.7933336,2.9900000
MsgID.LOCAL_VELOCITY,0.0000000,-1.4500000,3.7000000,0.0300000
MsgID.LOCAL_POSITION,814.3020000,5.7830868,4.2430954,-2.9906564
MsgID.LOCAL_VELOCITY,814.3020000,-1.4603416,3.6919360,0.0361489
MsgID.GLOBAL_POSITION,0.0000000,-122.3957090,37.7933305,2.9910000
MsgID.LOCAL_VELOCITY,0.0000000,-1.3900000,2.4200000,0.0300000
MsgID.LOCAL_POSITION,814.5520000,5.4353738,5.1812363,-2.9915369
MsgID.LOCAL_VELOCITY,814.5520000,-1.3916581,2.3995237,0.0408995
MsgID.GLOBAL_POSITION,0.0000000,-122.3957026,37.7933269,2.9880000
MsgID.LOCAL_VELOCITY,0.0000000,-1.1800000,1.2700000,0.0300000
MsgID.LOCAL_POSITION,814.8020000,5.0387406,5.7440858,-2.9885883
MsgID.LOCAL_VELOCITY,814.8020000,-1.1960865,1.2637163,0.0322131
MsgID.GLOBAL_POSITION,0.0000000,-122.3957019,37.7933227,2.9900000
MsgID.LOCAL_VELOCITY,0.0000000,-2.2200000,0.7700000,0.0000000
MsgID.LOCAL_POSITION,815.0520000,4.5654416,5.8031211,-2.9907389
MsgID.LOCAL_VELOCITY,815.0520000,-2.2481675,0.7661260,0.0008583
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957672,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957004,37.7933167,2.9880000
MsgID.LOCAL_VELOCITY,0.0000000,-3.4300000,0.2800000,0.0000000
MsgID.LOCAL_POSITION,815.3020000,3.8961449,5.9415984,-2.9879997
MsgID.LOCAL_VELOCITY,815.3020000,-3.4524357,0.2757887,0.0099596
MsgID.GLOBAL_POSITION,0.0000000,-122.3956991,37.7933083,2.9790000
MsgID.LOCAL_VELOCITY,0.0000000,-4.3700000,-0.3500000,-0.0300000
MsgID.LOCAL_POSITION,815.5520000,2.9610462,6.0463719,-2.9793131
MsgID.LOCAL_VELOCITY,815.5520000,-4.3858275,-0.3669832,-0.0360374
MsgID.GLOBAL_POSITION,0.0000000,-122.3957016,37.7932980,2.9760000
MsgID.LOCAL_VELOCITY,0.0000000,-4.8200000,-1.1000000,-0.1000000
MsgID.LOCAL_POSITION,815.8020000,1.8108640,5.8189845,-2.9764507
MsgID.LOCAL_VELOCITY,815.8020000,-4.8224006,-1.1127264,-0.1016114
MsgID.GLOBAL_POSITION,0.0000000,-122.3957052,37.7932863,2.9730000
MsgID.LOCAL_VELOCITY,0.0000000,-4.0600000,-1.3200000,-0.0900000
MsgID.LOCAL_POSITION,816.0520000,0.5056878,5.5024076,-2.9731081
MsgID.LOCAL_VELOCITY,816.0520000,-4.0346031,-1.3228282,-0.0950680
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957672,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957082,37.7932779,2.9710000
MsgID.LOCAL_VELOCITY,0.0000000,-2.5600000,-1.4500000,-0.1400000
MsgID.LOCAL_POSITION,816.3020000,-0.4096914,5.2392988,-2.9715867
MsgID.LOCAL_VELOCITY,816.3020000,-2.5458107,-1.4657028,-0.1472132
MsgID.GLOBAL_POSITION,0.0000000,-122.3957122,37.7932743,2.9740000
MsgID.LOCAL_VELOCITY,0.0000000,-1.9300000,-2.4600000,-0.1400000
MsgID.LOCAL_POSITION,816.5520000,-0.8098234,4.8693676,-2.9748061
MsgID.LOCAL_VELOCITY,816.5520000,-1.9205097,-2.4915102,-0.1476233
MsgID.GLOBAL_POSITION,0.0000000,-122.3957220,37.7932715,2.9800000
MsgID.LOCAL_VELOCITY,0.0000000,-1.3500000,-3.4700000,-0.1200000
MsgID.LOCAL_POSITION,816.8030000,-1.1257743,3.9864852,-2.9805403
MsgID.LOCAL_VELOCITY,816.8030000,-1.3359452,-3.5017519,-0.1302370
MsgID.GLOBAL_POSITION,0.0000000,-122.3957340,37.7932671,2.9850000
MsgID.LOCAL_VELOCITY,0.0000000,-0.5000000,-4.2500000,-0.0700000
MsgID.LOCAL_POSITION,817.0530000,-1.6022358,2.9237437,-2.9858830
MsgID.LOCAL_VELOCITY,817.0530000,-0.4875264,-4.2643747,-0.0770365
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957672,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957471,37.7932681,2.9900000
MsgID.LOCAL_VELOCITY,0.0000000,0.6500000,-4.4900000,-0.0300000
MsgID.LOCAL_POSITION,817.3030000,-1.4853162,1.7501749,-2.9905365
MsgID.LOCAL_VELOCITY,817.3030000,0.6796793,-4.4940224,-0.0301746
MsgID.GLOBAL_POSITION,0.0000000,-122.3957601,37.7932718,2.9950000
MsgID.LOCAL_VELOCITY,0.0000000,1.7200000,-3.7600000,0.0000000
MsgID.LOCAL_POSITION,817.5530000,-1.0650896,0.6029212,-2.9959950
MsgID.LOCAL_VELOCITY,817.5530000,1.7434341,-3.7382104,0.0076190
MsgID.GLOBAL_POSITION,0.0000000,-122.3957683,37.7932758,3.0010000
MsgID.LOCAL_VELOCITY,0.0000000,1.8600000,-2.3600000,0.0500000
MsgID.LOCAL_POSITION,817.8030000,-0.6328787,-0.1096951,-3.0016985
MsgID.LOCAL_VELOCITY,817.8030000,1.8605361,-2.3480511,0.0555996
MsgID.GLOBAL_POSITION,0.0000000,-122.3957730,37.7932792,3.0060000
MsgID.LOCAL_VELOCITY,0.0000000,1.4100000,-1.0000000,0.0900000
MsgID.LOCAL_POSITION,818.0530000,-0.2509075,-0.5260683,-3.0065677
MsgID.LOCAL_VELOCITY,818.0530000,1.4070610,-0.9703120,0.0996986
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957672,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957724,37.7932812,3.0040000
MsgID.LOCAL_VELOCITY,0.0000000,0.8800000,0.0500000,0.1300000
